Name,Unit,Lease Rate,New Price,New Hours,Current Price,Hours Remain,Width,Speed,Field Eff.,Hours Power,Rf1,Rf2,Ir Loan,L Loan,Ir Equity,P Debt,Year,Rv1,Rv2
569,Rock picker,each,100,10537,2500,9579,2500,2.1,4.83,70,0,0.29,1.8,0.08,5,0.08,0.5,4,0.6,0.885
570,Rod weeding,each,100,15950,1500,15950,1500,21,6,80,0,0.18,1.7,0.08,5,0.08,0.5,4,0.6,0.885
571,Rodent killer,each,100,1696,1200,1542,1200,2.1,1.61,80,0,0.32,2.1,0.08,5,0.08,0.5,4,0.6,0.885
572,Rodweeder/10 bar har 36ft,each,100,15829,2500,14390,2500,11,6.44,75,0,0.27,1.4,0.08,5,0.08,0.5,4,0.6,0.885
573,Rolling,each,100,110900,4000,110900,4000,8,6,70,290,0.02,1.8,0.08,5,0.08,0.5,4,0.56,0.885
574,Rotary hoe,each,100,20900,1200,20900,1200,18,3,70,0,0.12,2.3,0.08,5,0.08,0.5,4,0.56,0.885
575,Rotary hoe,each,100,4367,2000,3970,2000,4.3,11.26,80,0,0.23,1.4,0.08,5,0.08,0.5,4,0.6,0.885
576,"Rotary hoe - rotary hoe, 127 ft",each,100,2750,750,2750,750,12.7,12,80,0,0.23,1.4,0.08,5,0.08,0.5,4,0.6,0.885
577,"Rotary hoe - rotary hoe, 15 ft",each,100,3850,750,3850,750,15,12,80,0,0.23,1.4,0.08,5,0.08,0.5,4,0.6,0.885
578,"Rotary hoe - rotary hoe, 20 ft",each,100,5000,750,5000,750,20,11,80,0,0.23,1.4,0.08,5,0.08,0.5,4,0.6,0.885
579,"Rotary hoe - rotary hoe, 30 ft",each,100,9000,750,9000,750,30,10,80,0,0.23,1.4,0.08,5,0.08,0.5,4,0.6,0.885
580,"Rotary tiller, roto-tiller",each,100,770,1200,770,1200,15,2.75,80,0,0.16,1.6,0.08,5,0.08,0.5,4,0.6,0.885
581,Roto-tiller,each,100,15846,2500,14406,2500,4.3,6.44,80,0,0.36,2,0.08,5,0.08,0.5,4,0.6,0.885
582,Row cultivator ge15ft,each,100,7999,2000,7272,2000,15,5.63,80,0,0.17,2.2,0.08,5,0.08,0.5,4,0.6,0.885
583,Row planter,each,100,5000,2000,5000,2000,15,6,70,0,0.43,1.8,0.08,3,0.08,0.5,4,0.6,0.885
584,"Row planter, flex row planter, tye planter",each,100,99075,8000,99075,8000,8,6,70,185,0.003,2,0.08,5,0.08,0.5,4,0.68,0.92
585,Sand-fighter,each,100,18260,3000,18260,3000,7,3,70,0,0.15,1.6,0.08,5,0.08,0.5,4,0.56,0.885
586,Sand-fighter,each,100,932,2000,848,2000,4.3,11.26,80,0,0.23,1.4,0.08,5,0.08,0.5,4,0.6,0.885
587,Scouting 649,each,100,7,1,7,1,0,0,0,0,0,0,0.08,5,0.08,0.5,4,0,0
588,Seed bed roller,each,100,13120.8,1500,13120.8,1500,14,4,75,0,0.23,1.8,0.08,5,0.08,0.5,4,0.56,0.885
589,Seedbed roller,each,100,7768,2000,7062,2000,24,7.24,80,0,0.16,1.3,0.08,5,0.08,0.5,4,0.6,0.885
590,Self-prop fert spreader,each,100,68826,2000,62569,2000,9.1,10.46,65,75,0.63,1.3,0.08,5,0.08,0.5,4,0.56,0.885
591,Semi - semi to haul grain,each,100,40000,2000,40000,2000,12,6,70,0,0.43,1.8,0.08,5,0.08,0.5,4,0.6,0.885
592,"Shredder, flail gt8ft",each,100,3889,2000,3535,2000,2.7,6.44,80,0,0.44,2,0.08,5,0.08,0.5,4,0.6,0.885
593,"Shredder, rotary gt8ft",each,100,5245,2000,4768,2000,2.7,5.63,80,0,0.44,2,0.08,5,0.08,0.5,4,0.6,0.885
594,Silage harvester,each,100,31867,2500,28970,2500,12,4.51,80,0,0.15,1.6,0.08,5,0.08,0.5,4,0.56,0.885
595,"Silage harvester - silage harv, 3 row narrow",each,100,35000,3000,35000,3000,7.5,3,70,0,0.15,1.6,0.08,5,0.08,0.5,4,0.56,0.885
596,Single disk,each,100,23000,2550,23000,2550,15,3,70,0,0.12,2.3,0.08,5,0.08,0.5,4,0.56,0.885
597,Sp cane loader,each,100,67008,4500,60916,4500,1.8,4.83,100,0,0.19,1.3,0.08,5,0.08,0.5,4,0.6,0.885
598,Spike tooth harrow gt25ft,each,100,2548,2000,2317,2000,7.9,8.05,85,0,0.27,1.4,0.08,5,0.08,0.5,4,0.6,0.885
599,Spike-tooth harrow,each,100,35000,3000,35000,3000,7.5,3,70,0,0.15,1.6,0.08,5,0.08,0.5,4,0.56,0.885
600,Sprayer - chemical applicator for herbicide application: 16 row,each,100,1859.15,1200,1859.15,1200,16,6.5,65,0,0.41,1.3,0.08,5,0.08,0.5,4,0.6,0.885
601,"Sprayer - disk sprayer, 21 ft",each,100,15950,1500,15950,1500,21,6,80,0,0.18,1.7,0.08,5,0.08,0.5,4,0.6,0.885
602,Sprayer - fence-row sprayer,each,100,6000,2000,6000,2000,15,6,70,0,0.43,1.8,0.08,5,0.08,0.5,4,0.6,0.885
603,Sprayer - sprayer,each,100,31460,2000,31460,2000,40,6.5,65,73,0.43,1.8,0.08,5,0.08,0.5,4,0.6,0.885
604,"Sprayer - sprayer, 40 ft",each,100,2500,750,2500,750,40,6.5,65,0,0.41,1.3,0.08,5,0.08,0.5,4,0.6,0.885
605,Spraying,each,100,5000,2000,5000,2000,8,6,70,0,0.43,1.8,0.08,3,0.08,0.5,4,0.6,0.885
606,Spraying pasture,each,100,12000,2000,12000,2000,8,6,70,0,0.43,1.8,0.08,5,0.08,0.5,4,0.6,0.885
607,Spreader,each,100,6000,2000,6000,2000,9,5,85,0,0.28,1.4,0.08,5,0.08,0.5,4,0.6,0.885
608,Spreader - 3250 calumet liquid spreader,each,100,4150,1200,4150,1200,15,7,70,0,0.63,1.3,0.08,5,0.08,0.5,4,0.6,0.885
609,Spreader - bulk fert 25 ft,each,100,3000,450,3000,450,25,6,70,0,0.63,1.3,0.08,5,0.08,0.5,4,0.6,0.885
610,Spreader - cp w/ nh3 app 11 ft,each,100,7040,1200,7040,1200,11,7,70,0,0.63,1.3,0.08,5,0.08,0.5,4,0.6,0.885
611,Spreader - liquid and solid manure spreader,each,100,6150,1200,6150,1200,15,7,70,0,0.63,1.3,0.08,5,0.08,0.5,4,0.6,0.885
612,Spreader - liquid manure spreader,each,100,4150,1200,4150,1200,15,7,70,0,0.63,1.3,0.08,5,0.08,0.5,4,0.6,0.885
613,Spreader - manure spreader,each,100,4150,1200,4150,1200,15,7,70,0,0.63,1.3,0.08,5,0.08,0.5,4,0.6,0.885
614,Spreader - manure spreader - 115 bu,each,100,4150,1200,4150,1200,15,7,70,0,0.63,1.3,0.08,5,0.08,0.5,4,0.6,0.885
615,Spreader - manure spreader lake fork,each,100,4150,1200,4150,1200,9,7,70,0,0.63,1.3,0.08,5,0.08,0.5,4,0.6,0.885
616,Spreader - nh3 appl 15 ft,each,100,6640,900,6640,900,15,6,70,0,0.63,1.3,0.08,5,0.08,0.5,4,0.6,0.885
617,Spreader - slinger spreader,each,100,4150,1200,4150,1200,15,7,70,0,0.63,1.3,0.08,5,0.08,0.5,4,0.6,0.885
618,Spreader - solid manure spreader,each,100,4150,1200,4150,1200,15,7,70,0,0.63,1.3,0.08,5,0.08,0.5,4,0.6,0.885
619,Spreader - spreader,each,100,4150,1200,4150,1200,15,7,70,0,0.63,1.3,0.08,5,0.08,0.5,4,0.6,0.885
620,Sprigging,each,100,17190,900,17190,900,15,5.5,65,0,0.32,2.1,0.08,5,0.08,0.5,4,0.6,0.885
621,Spring-tooth harrow,each,100,9000,2100,9000,2100,5,4.2,80,0,0.16,1.6,0.08,5,0.08,0.5,4,0.6,0.885
622,Springtooth harrow ge15ft,each,100,4617,2000,4197,2000,4.9,8.05,85,0,0.27,1.4,0.08,5,0.08,0.5,4,0.6,0.885
623,Stack 100,each,100,118525,8000,118525,8000,8,6,70,225,0.003,2,0.08,5,0.08,0.5,4,0.68,0.92
624,Stack 67,each,100,50225,8000,50225,8000,8,6,70,105,0.007,2,0.08,5,0.08,0.5,4,0.68,0.92
625,Stack mover,each,100,4667,2000,4243,2000,2.7,4.83,80,0,0.16,1.6,0.08,5,0.08,0.5,4,0.6,0.885
626,Stacker - heston stacker,each,100,6000,2000,6000,2000,8,6,70,0,0.43,1.8,0.08,5,0.08,0.5,4,0.56,0.885
627,Stacker - stacker,each,100,6000,2000,6000,2000,8,6,70,0,0.43,1.8,0.08,5,0.08,0.5,4,0.56,0.885
628,"Stacker - stacker, 14 ft",each,100,9130,1800,9130,1800,14,5,60,0,0.43,1.8,0.08,5,0.08,0.5,4,0.56,0.885
629,"Stacker - stacker, 18 ft",each,100,17600,1800,17600,1800,18,5,60,0,0.43,1.8,0.08,5,0.08,0.5,4,0.56,0.885
630,"Stacker - stacker, 24 ft",each,100,21670,1800,21670,1800,24,5,60,0,0.43,1.8,0.08,5,0.08,0.5,4,0.56,0.885
631,Stacker automatic,each,100,2959,2500,2690,2500,0.3,5.63,80,149,0.16,1.6,0.08,5,0.08,0.5,4,0.6,0.885
632,Stacking 607,each,100,44,1,44,1,0,0,0,0,0,0,0.08,5,0.08,0.5,4,0,0
633,Stalk shredder or cutter,each,100,17190,900,17190,900,15,5.5,65,0,0.32,2.1,0.08,5,0.08,0.5,4,0.6,0.885
634,Stop grazing,each,100,1,1,1,1,1,1,1,0,0,0,0.08,5,0.08,0.5,4,0,0
635,Subsoil 612,each,100,32,1,32,1,0,0,0,0,0,0,0.08,5,0.08,0.5,4,0,0
636,Subsoil chisel plow,each,100,11796,2000,10724,2000,5.5,6.44,80,0,0.28,1.4,0.08,5,0.08,0.5,4,0.6,0.885
637,Sweep plow,each,100,15950,1500,15950,1500,21,6,80,0,0.18,1.7,0.08,5,0.08,0.5,4,0.6,0.885
638,Tandem,each,100,15950,1500,15950,1500,21,6,80,0,0.18,1.7,0.08,5,0.08,0.5,4,0.6,0.885
639,Tandem 21 ft,each,100,12000,2000,12000,2000,21,6,70,0,0.43,1.8,0.08,5,0.08,0.5,4,0.6,0.885
640,Tandem disk,each,100,110900,4000,110900,4000,15,8,80,290,0.02,1.8,0.08,5,0.08,0.5,4,0.56,0.885
641,Tandem disk,each,100,41300,8000,41300,8000,8,6,70,95,0.007,2,0.08,5,0.08,0.5,4,0.68,0.92
642,Tandem disk (heavy duty),each,100,30000,2550,30000,2550,20,3,70,0,0.12,2.3,0.08,5,0.08,0.5,4,0.56,0.885
643,Tandem disk (regular),each,100,12650,1200,12650,1200,6,3.5,70,0,0.12,2.3,0.08,5,0.08,0.5,4,0.56,0.885
644,Tandem disk plw ge19ft,each,100,32685,2000,29713,2000,5.8,7.24,80,0,0.18,1.7,0.08,5,0.08,0.5,4,0.6,0.885
645,Tandem disk reg ge19ft,each,100,19603,2000,17821,2000,19,6.44,80,0,0.18,1.7,0.08,5,0.08,0.5,4,0.6,0.885
646,Tank - manure tank-liquid,each,100,6000,2000,6000,2000,8,6,70,0,0.43,1.8,0.08,5,0.08,0.5,4,0.6,0.885
647,Thin 563,each,100,62,1,62,1,0,0,0,0,0,0,0.08,5,0.08,0.5,4,0,0
648,Tobacco harvest 654,each,100,249,1,249,1,0,0,0,0,0,0,0.08,5,0.08,0.5,4,0,0
649,Tractor,each,100,94550,4000,94550,4000,8,6,70,225,0.02,1.8,0.08,5,0.08,0.5,4,0.56,0.885
650,Tractor - 105 hp tractor,each,100,50225,8000,50225,8000,8,6,70,105,0.007,2,0.08,5,0.08,0.5,4,0.68,0.92
651,Tractor - 125 hp tractor,each,100,65550,8000,65550,8000,8,6,70,125,0.007,2,0.08,5,0.08,0.5,4,0.68,0.92
652,Tractor - 131 hp tractor,each,100,61030,12800,61030,12800,10,10,80,131.3,0.003,2,0.08,5,0.08,0.5,4,0.68,0.92
653,Tractor - 145 hp tractor,each,100,71675,8000,71675,8000,8,6,70,145,0.007,2,0.08,5,0.08,0.5,4,0.68,0.92
654,Tractor - 165 hp tractor,each,100,79400,8000,79400,8000,8,6,70,165,0.007,2,0.08,5,0.08,0.5,4,0.68,0.92
655,Tractor - 185 hp tractor,each,100,99075,8000,99075,8000,8,6,70,185,0.003,2,0.08,5,0.08,0.5,4,0.68,0.92
656,Tractor - 225 hp tractor,each,100,118525,8000,118525,8000,8,6,70,225,0.003,2,0.08,5,0.08,0.5,4,0.68,0.92
657,Tractor - 42 hp tractor,each,100,18680,9600,18680,9600,10,10,80,42.5,0.007,2,0.08,5,0.08,0.5,4,0.68,0.92
658,Tractor - 70 hp tractor,each,100,31460,9600,31460,9600,10,10,80,73,0.007,2,0.08,5,0.08,0.5,4,0.68,0.92
659,Tractor - 75 hp tractor,each,100,37300,8000,37300,8000,8,6,70,75,0.007,2,0.08,5,0.08,0.5,4,0.68,0.92
660,Tractor - 95 hp tractor,each,100,41300,8000,41300,8000,8,6,70,95,0.007,2,0.08,5,0.08,0.5,4,0.68,0.92
661,Tractor - field tractors,each,100,31460,2000,31460,2000,8,6,70,0,0.007,2,0.08,5,0.08,0.5,4,0.6,0.885
662,Tractor - ford tractor,each,100,31460,2000,31460,2000,8,6,70,0,0.007,2,0.08,5,0.08,0.5,4,0.6,0.885
663,Tractor - industrial loader tractor,each,100,31460,2000,31460,2000,8,6,70,0,0.007,2,0.08,5,0.08,0.5,4,0.6,0.885
664,Tractor - jd tractors,each,100,31460,2000,31460,2000,8,6,70,0,0.007,2,0.08,5,0.08,0.5,4,0.6,0.885
665,Tractor - tractor,each,100,31460,2000,31460,2000,8,6,70,0,0.007,2,0.08,5,0.08,0.5,4,0.6,0.885
666,Tractor 2wd 40 hp gas,each,100,18260,12000,16600,12000,0.3,0,0,30,0.007,2,0.08,5,0.08,0.5,4,0.68,0.92
667,Tractor 2wd 40 hp lp,each,100,17861,12000,16237,12000,0.3,0,0,30,0.007,2,0.08,5,0.08,0.5,4,0.68,0.92
668,Tractor 2wd 40 hp diesel,each,100,18260,12000,16600,12000,0.3,0,0,30,0.007,2,0.08,5,0.08,0.5,4,0.68,0.92
669,Tractor 2wd 55 hp gas,each,100,24200,12000,22000,12000,0.3,0,0,41,0.007,2,0.08,5,0.08,0.5,4,0.68,0.92
670,Tractor 2wd 55 hp lp,each,100,24200,12000,22000,12000,0.3,0,0,41,0.007,2,0.08,5,0.08,0.5,4,0.68,0.92
671,Tractor 2wd 55 hp diesel,each,100,24200,12000,22000,12000,0.3,0,0,41,0.007,2,0.08,5,0.08,0.5,4,0.68,0.92
672,Tractor 2wd 85 hp gas,each,100,37620,12000,34200,12000,0.3,0,0,63,0.007,2,0.08,5,0.08,0.5,4,0.68,0.92
673,Tractor 2wd 85 hp lp,each,100,37620,12000,34200,12000,0.3,0,0,63,0.007,2,0.08,5,0.08,0.5,4,0.68,0.92
674,Tractor 2wd 85 hp diesel,each,100,37620,12000,34200,12000,0.3,0,0,63,0.007,2,0.08,5,0.08,0.5,4,0.68,0.92
675,Tractor 2wd 100 hp lp,each,100,47740,12000,43400,12000,0.3,0,0,75,0.007,2,0.08,5,0.08,0.5,4,0.68,0.92
676,Tractor 2wd 100 hp diesel,each,100,47740,12000,43400,12000,0.3,0,0,75,0.007,2,0.08,5,0.08,0.5,4,0.68,0.92
677,Tractor 2wd 135 hp diesel,each,100,61916,12000,56288,12000,0.3,0,0,101,0.007,2,0.08,5,0.08,0.5,4,0.68,0.92
678,Tractor 2wd 160 hp diesel,each,100,78781,12000,71619,12000,0.3,0,0,119,0.007,2,0.08,5,0.08,0.5,4,0.68,0.92
679,Tractor 2wd 175 hp diesel,each,100,92679,12000,84254,12000,0.3,0,0,130,0.007,2,0.08,5,0.08,0.5,4,0.68,0.92
680,Tractor 2wd 205 hp diesel,each,100,113771,12000,103428,12000,0.3,0,0,153,0.007,2,0.08,5,0.08,0.5,4,0.68,0.92
681,Tractor 2wd 225 hp diesel,each,100,127864,12000,116240,12000,0.3,0,0,168,0.007,2,0.08,5,0.08,0.5,4,0.68,0.92
682,Tractor 2wd 290 hp diesel,each,100,161978,12000,147253,12000,0.3,0,0,216,0.007,2,0.08,5,0.08,0.5,4,0.68,0.92
683,Tractor 4wd 40 hp diesel,each,100,17499,12000,15908,12000,0.3,0,0,30,0.003,2,0.08,5,0.08,0.5,4,0.68,0.92
684,Tractor 4wd 55 hp diesel,each,100,20515,12000,18650,12000,0.3,0,0,41,0.003,2,0.08,5,0.08,0.5,4,0.68,0.92
685,Tractor 4wd 85 hp diesel,each,100,32848,12000,29862,12000,0.3,0,0,63,0.003,2,0.08,5,0.08,0.5,4,0.68,0.92
686,Tractor 4wd 100 hp diesel,each,100,42342,12000,38492,12000,0.3,0,0,75,0.003,2,0.08,5,0.08,0.5,4,0.68,0.92
687,Tractor 4wd 135 hp diesel,each,100,60270,12000,54791,12000,0.3,0,0,101,0.003,2,0.08,5,0.08,0.5,4,0.68,0.92
688,Tractor 4wd 160 hp diesel,each,100,76687,12000,69716,12000,0.3,0,0,119,0.003,2,0.08,5,0.08,0.5,4,0.68,0.92
689,Tractor 4wd 175 hp diesel,each,100,90069,12000,81881,12000,0.3,0,0,130,0.003,2,0.08,5,0.08,0.5,4,0.68,0.92
690,Tractor 4wd 205 hp diesel,each,100,110567,12000,100515,12000,0.3,0,0,153,0.003,2,0.08,5,0.08,0.5,4,0.68,0.92
691,Tractor 4wd 225 hp diesel,each,100,139700,12000,127000,12000,0.3,0,0,168,0.003,2,0.08,5,0.08,0.5,4,0.68,0.92
692,Tractor 4wd 290 hp diesel,each,100,157418,12000,143107,12000,0.3,0,0,216,0.003,2,0.08,5,0.08,0.5,4,0.68,0.92
693,Trailer - cattle trailer,each,100,4210,2000,4210,2000,6,10,80,0,0.6,1.2,0.08,5,0.08,0.5,4,0.6,0.885
694,Trailer - semi tractor & grain traler & low bo,each,100,6000,2000,6000,2000,8,6,70,0,0.43,1.8,0.08,5,0.08,0.5,4,0.6,0.885
695,Trailer 40 ft,each,100,69570,1500,63245,1500,2.4,4.83,70,0,0.19,1.3,0.08,5,0.08,0.5,4,0.6,0.885
696,"Transloader, sugarcane",each,100,25983,150,23621,150,3.7,4.02,60,0,0.19,1.3,0.08,5,0.08,0.5,4,0.6,0.885
697,Transplanter 4-row 12ft,each,100,1540,2000,1400,2000,3.7,3.22,70,0,0.32,2.1,0.08,5,0.08,0.5,4,0.6,0.885
698,Troughs - feed troughs,each,100,1080,2000,1080,2000,10,10,80,0,0.001,0.1,0.08,5,0.08,0.5,4,0.6,0.885
699,Troughs - water troughs,each,100,1600,2000,1600,2000,10,10,80,0,0.001,0.1,0.08,5,0.08,0.5,4,0.6,0.885
700,Truck pickup 1/2 ton,each,100,19448,4000,17680,4000,0.3,48.27,80,130,0.007,2,0.08,5,0.08,0.5,4,0.6,0.885
701,Truck pickup 3/4 ton,each,100,20507,4000,18643,4000,0.3,48.27,80,130,0.007,2,0.08,5,0.08,0.5,4,0.6,0.885
702,Truck semi w trailer-dies,each,100,116538,4500,105944,4500,0.3,72.4,80,224,0.007,2,0.08,5,0.08,0.5,4,0.6,0.885
703,Truck tndm axle-dies 4ton,each,100,48708,4000,44280,4000,0.3,40.22,80,149,0.007,2,0.08,5,0.08,0.5,4,0.6,0.885
704,Utility trailer 20 ft,each,100,7108,3000,6462,3000,3,5.63,75,0,0.19,1.3,0.08,5,0.08,0.5,4,0.6,0.885
705,Vac - thor grain vac,each,100,6000,2000,6000,2000,8,6,70,0,0.43,1.8,0.08,5,0.08,0.5,4,0.6,0.885
706,Vegetable harvester,each,100,3009,2000,2736,2000,1.2,4.83,87,0,0.19,1.4,0.08,5,0.08,0.5,4,0.6,0.885
707,Wagon - 550 killbros wagon,each,100,25000,2000,25000,2000,8,6,70,0,0.19,1.3,0.08,5,0.08,0.5,4,0.6,0.885
708,Wagon - mixer wagon,each,100,25000,2000,25000,2000,10,10,80,0,0.6,1.2,0.08,5,0.08,0.5,4,0.6,0.885
709,Wagon - tmr wagon,each,100,25000,2000,25000,2000,8,6,70,0,0.19,1.3,0.08,5,0.08,0.5,4,0.6,0.885
710,Wagon - wagon-gravity,each,100,25000,2000,25000,2000,8,6,70,0,0.19,1.3,0.08,5,0.08,0.5,4,0.6,0.885
711,Wagon - wagons,each,100,25000,2000,25000,2000,8,6,70,0,0.19,1.3,0.08,5,0.08,0.5,4,0.6,0.885
712,Wagon - wagons hay and grain,each,100,25000,2000,25000,2000,8,6,70,0,0.19,1.3,0.08,5,0.08,0.5,4,0.6,0.885
713,"Wagon - wagons--grain, forage, hay",each,100,25000,2000,25000,2000,8,6,70,0,0.19,1.3,0.08,5,0.08,0.5,4,0.6,0.885
714,Weed,each,100,44,2000,40,2000,4.3,8.37,70,63,0.17,2.2,0.08,5,0.08,0.5,4,0.6,0.885
715,"Windrower - windrower, 9 ft",each,100,4400,1500,4400,1500,9,5,80,0,0.06,2,0.08,5,0.08,0.5,4,0.56,0.885
716,"Windrower-swather, pto",each,100,20307,2000,18461,2000,12,8,70,0,0.06,2,0.08,5,0.08,0.5,4,0.6,0.885
717,Windrower-swth self-prop,each,100,1539,2000,1399,2000,4.3,8.37,70,63,0.06,2,0.08,5,0.08,0.5,4,0.6,0.885
718,Wy concrete ditch,each,100,37910,79500,34464,79500,0.9,4.83,55,0,0.19,1.3,0.08,5,0.08,0.5,4,0.6,0.6
719,Wy gated pipe,each,100,74636,16880,67851,16880,0.9,4.83,80,0,0.19,1.3,0.08,5,0.08,0.5,4,0.5,0.001
720,Wy grnd water well,each,100,13387,14535,12170,14535,0.9,4.83,55,0,0.19,1.3,0.08,5,0.08,0.5,4,0.6,1.07
